epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1356.14,1.79689,0.92307,0.79229,0.75403,0.77504,0.7499,0.31706,2.26971,1.28912,0.86078,0.00100687,0.00100687,0.00100687
62,1378.3,1.75613,0.82322,0.77009,0.81312,0.82145,0.80062,0.3787,2.1112,1.22145,0.84704,0.000995866,0.000995866,0.000995866
63,1400.6,1.77101,0.81414,0.76812,0.8161,0.8,0.82454,0.38153,2.08411,1.19388,0.84668,0.000984864,0.000984864,0.000984864
64,1421.27,1.83644,0.82447,0.77245,0.82126,0.80909,0.81376,0.39274,2.10339,1.15591,0.84689,0.000973861,0.000973861,0.000973861
65,1443.84,1.82811,0.9415,0.79054,0.8296,0.84545,0.80277,0.35039,2.18403,1.20907,0.84947,0.000962859,0.000962859,0.000962859
66,1466.07,1.70035,0.83818,0.75785,0.83962,0.80729,0.80273,0.38743,2.16535,1.25553,0.84632,0.000951857,0.000951857,0.000951857
67,1488.11,1.7435,0.86007,0.75111,0.83797,0.77273,0.81994,0.39148,2.07036,1.2134,0.84479,0.000940855,0.000940855,0.000940855
68,1510.28,1.63372,0.82987,0.77281,0.82914,0.80642,0.8022,0.39476,2.14357,1.19116,0.85943,0.000929853,0.000929853,0.000929853
69,1532.3,1.63232,0.78131,0.73154,0.85962,0.83636,0.81327,0.38726,2.09942,1.18379,0.85182,0.00091885,0.00091885,0.00091885
70,1554.67,1.76599,0.85054,0.77832,0.85703,0.81981,0.79511,0.34055,2.1539,1.23528,0.84622,0.000907848,0.000907848,0.000907848
71,1576.95,1.74582,0.8103,0.77472,0.85363,0.84948,0.82598,0.37463,2.13844,1.16924,0.85296,0.000896846,0.000896846,0.000896846
72,1598.9,1.69028,0.73319,0.71854,0.81127,0.81101,0.79712,0.35911,2.21446,1.30759,0.85083,0.000885844,0.000885844,0.000885844
