arm,seed,best_epoch,stop_epoch,precision,recall,map50,map5095
exact_marginal,42,79,119,0.9168987422658517,0.8883041026627727,0.89205906702033,0.4005318191806123
exact_marginal,3407,111,150,0.9100478362087352,0.9072026695204538,0.9023912248816379,0.4501283429593177
exact_marginal,2026,85,125,0.8366117255910274,0.8351608782179281,0.8597348277898951,0.42264569481791836
