epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.6503,2.52073,128.629,0.76952,0.00019,0.04839,4e-05,1e-05,3.49673,69.8441,1.03097,0.000549627,0.000549627,0.000549627
2,22.676,2.74029,120.852,0.84459,0.0006,0.14065,8e-05,3e-05,2.6267,1007.74,0.91007,0.001098,0.001098,0.001098
3,35.0207,2.8804,41.8727,0.84263,0.001,0.02,5e-05,2e-05,3.2336,1839.79,0.99296,0.00163904,0.00163904,0.00163904
4,46.6398,2.84588,23.0924,0.84933,0,0,0,0,3.17986,7009.71,1.00037,0.00163399,0.00163399,0.00163399
5,58.93,2.96816,13.6063,0.81538,0,0,0,0,2.96888,2276.7,0.93862,0.00162299,0.00162299,0.00162299
6,71.0893,2.95708,9.0412,0.88916,7e-05,0.01613,0,0,2.97222,29.2954,0.93703,0.00161199,0.00161199,0.00161199
7,82.5986,3.18228,6.18022,1.05083,0.00114,0.34258,0.00067,0.00018,2.93048,235.31,1.13134,0.00160099,0.00160099,0.00160099
8,95.0296,2.98831,4.8788,0.85071,0.09111,0.34516,0.06487,0.01387,2.66935,16.7199,0.89246,0.00158998,0.00158998,0.00158998
9,107.384,3.09047,3.58643,0.8594,0.3529,0.46968,0.32124,0.08687,3.04195,4.07264,0.94958,0.00157898,0.00157898,0.00157898
10,120.056,3.10352,3.30472,0.8421,0.19826,0.48645,0.21444,0.05182,3.26154,3.15702,0.99039,0.00156798,0.00156798,0.00156798
11,131.839,2.69337,2.37495,0.85466,0.30218,0.62774,0.37718,0.11408,2.71451,1.76584,0.91961,0.00155698,0.00155698,0.00155698
12,143.944,2.49648,2.02236,0.84144,0.40773,0.56645,0.40224,0.14253,2.39597,1.68816,0.89658,0.00154598,0.00154598,0.00154598
13,156.341,2.49964,2.00692,0.78912,0.30755,0.53496,0.37295,0.12062,2.68007,1.76383,0.90386,0.00153497,0.00153497,0.00153497
14,168.078,2.64716,1.84524,0.78816,0.3609,0.66774,0.39201,0.1384,2.60719,1.61856,0.89934,0.00152397,0.00152397,0.00152397
15,180,2.54684,1.80962,0.82604,0.37259,0.72387,0.44271,0.12346,2.67523,1.56096,0.91539,0.00151297,0.00151297,0.00151297
16,191.592,2.15526,1.55849,0.75509,0.41272,0.65871,0.41481,0.14939,2.50464,1.53294,0.88554,0.00150197,0.00150197,0.00150197
17,203.838,2.40951,1.60943,0.74495,0.3797,0.51348,0.42366,0.14227,2.7197,1.61709,0.89316,0.00149096,0.00149096,0.00149096
18,215.586,2.14119,1.46667,0.72259,0.57228,0.70372,0.64176,0.25076,2.24649,1.4572,0.86339,0.00147996,0.00147996,0.00147996
19,228.526,2.2608,1.43817,0.74971,0.55952,0.71618,0.68103,0.24849,2.33344,1.4103,0.85963,0.00146896,0.00146896,0.00146896
20,240.325,2.31225,1.36761,0.75556,0.71954,0.63097,0.69599,0.27142,2.2347,1.30329,0.86169,0.00145796,0.00145796,0.00145796
21,252.699,2.23966,1.28347,0.74018,0.76529,0.67935,0.69567,0.25491,2.22828,1.25651,0.86156,0.00144696,0.00144696,0.00144696
22,264.68,2.33014,1.26251,0.78802,0.8016,0.67161,0.76991,0.29713,2.33405,1.21204,0.85768,0.00143595,0.00143595,0.00143595
23,276.994,2.29446,1.23389,0.75331,0.78737,0.72879,0.79797,0.30748,2.33633,1.11854,0.87355,0.00142495,0.00142495,0.00142495
24,289.182,2.2256,1.20544,0.74104,0.84729,0.75637,0.83176,0.34607,2.31509,1.05441,0.87209,0.00141395,0.00141395,0.00141395
25,301.491,2.24845,1.16918,0.78876,0.80951,0.70129,0.83245,0.36695,2.24063,1.06491,0.86532,0.00140295,0.00140295,0.00140295
26,313.948,2.22835,1.06075,0.72696,0.81253,0.68412,0.82306,0.39196,2.18539,1.02621,0.86166,0.00139195,0.00139195,0.00139195
27,327.33,2.33841,1.06804,0.75102,0.78539,0.72269,0.79958,0.34185,2.24272,1.15946,0.87095,0.00138094,0.00138094,0.00138094
28,339.364,2.02683,0.97503,0.73309,0.77411,0.76242,0.771,0.28714,2.36119,1.04914,0.8905,0.00136994,0.00136994,0.00136994
29,351.169,2.03791,1.02842,0.79096,0.76879,0.80329,0.81018,0.3515,2.16722,1.04403,0.86718,0.00135894,0.00135894,0.00135894
30,363.177,2.27834,1.24516,0.79995,0.78394,0.8066,0.82781,0.35574,2.35418,1.20639,0.86532,0.00134794,0.00134794,0.00134794
31,374.955,2.12161,1.06152,0.76186,0.79719,0.7364,0.79592,0.33012,2.31195,1.02412,0.86536,0.00133693,0.00133693,0.00133693
32,387.388,2.11495,1.0681,0.71932,0.69397,0.77998,0.79507,0.30059,2.36018,1.03622,0.87327,0.00132593,0.00132593,0.00132593
33,399.488,2.13163,1.09177,0.72507,0.71948,0.81161,0.75202,0.30565,2.25689,1.02781,0.86935,0.00131493,0.00131493,0.00131493
34,412.231,2.09618,1.10956,0.76515,0.73649,0.7632,0.72756,0.29395,2.40041,1.45722,0.89356,0.00130393,0.00130393,0.00130393
35,424.309,2.00733,1.09342,0.70801,0.61877,0.69548,0.69754,0.25362,2.46296,1.44817,0.90127,0.00129293,0.00129293,0.00129293
36,437.551,2.36515,1.21316,0.77885,0.77002,0.75935,0.83057,0.3402,2.21549,1.21974,0.85954,0.00128192,0.00128192,0.00128192
37,449.342,1.88888,1.06363,0.66122,0.76124,0.76323,0.83781,0.36216,2.27187,1.17131,0.86185,0.00127092,0.00127092,0.00127092
38,461.605,2.16371,1.0748,0.75938,0.84383,0.74953,0.80738,0.32992,2.30248,0.96975,0.86999,0.00125992,0.00125992,0.00125992
39,475.983,2.20255,0.99475,0.75268,0.84526,0.70487,0.82279,0.32159,2.28575,1.0744,0.86747,0.00124892,0.00124892,0.00124892
40,488.114,2.06368,1.03272,0.7858,0.83731,0.77161,0.81754,0.34349,2.10271,1.04087,0.85126,0.00123791,0.00123791,0.00123791
41,500.63,2.05988,0.94016,0.72085,0.81691,0.75535,0.78994,0.35655,2.15205,0.99999,0.86113,0.00122691,0.00122691,0.00122691
42,513.111,1.90097,0.87518,0.67968,0.8062,0.78323,0.78632,0.35745,2.18503,1.04196,0.85922,0.00121591,0.00121591,0.00121591
43,525.884,2.11728,1.01279,0.7322,0.82003,0.79785,0.79867,0.26853,2.30811,1.0783,0.86499,0.00120491,0.00120491,0.00120491
44,538.183,1.95327,0.82374,0.75261,0.75802,0.79548,0.82673,0.37748,2.22685,0.96504,0.87326,0.00119391,0.00119391,0.00119391
45,550.557,1.92283,0.86674,0.74836,0.77281,0.84774,0.81064,0.39704,2.09417,0.94362,0.8583,0.0011829,0.0011829,0.0011829
46,563.544,2.10679,0.84494,0.74879,0.77658,0.83161,0.78524,0.35387,2.12975,1.01081,0.85572,0.0011719,0.0011719,0.0011719
