instance_id,image,gt_index,fold,class,yolo_iou,yolo_conf,yolo_status,rtdetr_iou,rtdetr_conf,rtdetr_status
fold2:blackinst_23:0,blackinst_23.jpg,0,2,1,0.8407549388448943,0.5984964966773987,success,0.7564919610469093,0.05964060127735138,localized_low_conf
fold2:blackinst_23:1,blackinst_23.jpg,1,2,1,0.6305075961260255,0.6410390734672546,success,0.8582869947211624,0.06069962680339813,localized_low_conf
fold2:blackinst_28:0,blackinst_28.jpg,0,2,1,0.7168072952543149,0.5090410113334656,success,0.8262555595979424,0.08077302575111389,localized_low_conf
fold2:blackinst_30:0,blackinst_30.jpg,0,2,1,0.7728295292175275,0.6796284317970276,success,0.8980699094203103,0.742119550704956,success
fold2:blackinst_30:1,blackinst_30.jpg,1,2,1,0.7460472376640859,0.3789897561073303,success,0.8211595984162149,0.0841284766793251,localized_low_conf
fold2:blackinst_36:0,blackinst_36.jpg,0,2,1,0.8778056696512554,0.6300156116485596,success,0.8190660342762135,0.10191570967435837,localized_low_conf
fold2:blackinst_36:1,blackinst_36.jpg,1,2,1,0.8208560724147447,0.46791666746139526,success,0.8304488171673542,0.08606777340173721,localized_low_conf
fold2:blackinst_4:0,blackinst_4.jpg,0,2,1,0.8271038196145543,0.5880135893821716,success,0.7885244922652312,0.07109066843986511,localized_low_conf
fold2:blackinst_4:1,blackinst_4.jpg,1,2,1,0.8399302717369341,0.27955594658851624,success,0.771426706915466,0.09234441816806793,localized_low_conf
fold2:blackinst_7:0,blackinst_7.jpg,0,2,1,0.8255756355768401,0.6717103719711304,success,0.8784540800515251,0.0939115360379219,localized_low_conf
fold2:blackinst_7:1,blackinst_7.jpg,1,2,1,0.7972031649129417,0.4106985926628113,success,0.7407990801121137,0.7218966484069824,success
fold2:blackinst_7:2,blackinst_7.jpg,2,2,1,0.8682463647169187,0.6410452723503113,success,0.6227120214434269,0.08671082556247711,localized_low_conf
fold2:img_1016_pre_part_0:0,img_1016_pre_part_0.jpg,0,2,0,0.5522315324551286,0.4676162004470825,success,0.49663224206712286,0.08331240713596344,localization_failure
fold2:img_1020_pre_part_0:0,img_1020_pre_part_0.jpg,0,2,0,0.3779814084900113,0.7860808372497559,localization_failure,0.38034293628001087,0.08200225979089737,localization_failure
fold2:img_1022_pre_part_1:0,img_1022_pre_part_1.jpg,0,2,0,0.6234432820744699,0.7178513407707214,success,0.7713674807180926,0.4262349009513855,success
fold2:img_1083_pre_part_0:0,img_1083_pre_part_0.jpg,0,2,1,0.9428310238447444,0.7312673926353455,success,0.8076954298290194,0.7549291253089905,success
fold2:img_1113_pre_part_1:0,img_1113_pre_part_1.jpg,0,2,0,0.8573520487788792,0.6405076384544373,success,0.8622877316477029,0.10523995012044907,localized_low_conf
fold2:img_12185_pre_part_1:0,img_12185_pre_part_1.jpg,0,2,0,0.7532924854086699,0.24145916104316711,localized_low_conf,0.7755469243762303,0.7886521816253662,success
fold2:img_1474_pre_part_1:0,img_1474_pre_part_1.jpg,0,2,0,0.8585861771531826,0.7559569478034973,success,0.7743931175038424,0.09974019229412079,localized_low_conf
fold2:img_1505_pre_part_1:0,img_1505_pre_part_1.jpg,0,2,1,0.5592164229185829,0.08200903981924057,localized_low_conf,0.8414802911313206,0.435333788394928,success
fold2:img_1505_pre_part_1:1,img_1505_pre_part_1.jpg,1,2,1,0.29758775147193495,0.0745086744427681,localization_failure,0.6036552739237983,0.08658219873905182,localized_low_conf
fold2:img_1505_pre_part_1:2,img_1505_pre_part_1.jpg,2,2,1,0.0,0.09156244248151779,localization_failure,0.4888382051533562,0.020360572263598442,localization_failure
fold2:img_1515_pre_part_1:0,img_1515_pre_part_1.jpg,0,2,1,0.37122467393092756,0.5964593291282654,localization_failure,0.6770061993316923,0.09682721644639969,localized_low_conf
fold2:img_15170_pre_part_0:0,img_15170_pre_part_0.jpg,0,2,0,0.7883699967588809,0.3442847430706024,success,0.7937732635177855,0.10455857217311859,localized_low_conf
fold2:img_15890_pre_part_0:0,img_15890_pre_part_0.jpg,0,2,0,0.6268471666178368,0.16350111365318298,localized_low_conf,0.5445941646901771,0.07471439242362976,localized_low_conf
fold2:img_17204_pre_part_1:0,img_17204_pre_part_1.jpg,0,2,0,0.5696589771143771,0.5549842119216919,success,0.7037522433407714,0.11866004019975662,localized_low_conf
fold2:img_2118_pre_part_1:0,img_2118_pre_part_1.jpg,0,2,1,0.6203333202498765,0.459957480430603,success,0.6996841992012804,0.09179096668958664,localized_low_conf
fold2:img_21637_pre_part_1:0,img_21637_pre_part_1.jpg,0,2,0,0.8879439770904547,0.6097270846366882,success,0.9046367781887072,0.10246825218200684,localized_low_conf
fold2:img_2201_pre_part_1:0,img_2201_pre_part_1.jpg,0,2,0,0.6754251033281532,0.7953853607177734,success,0.8155523676217035,0.10680285096168518,localized_low_conf
fold2:img_23459_pre_part_0:0,img_23459_pre_part_0.jpg,0,2,1,0.7693238465367283,0.5228788256645203,success,0.7553563705676302,0.731365442276001,success
fold2:img_24425_pre_part_1:0,img_24425_pre_part_1.jpg,0,2,0,0.6969290226207618,0.6080254912376404,success,0.8624846731830007,0.11725090444087982,localized_low_conf
fold2:img_24459_pre_part_1:0,img_24459_pre_part_1.jpg,0,2,0,0.7011767386111034,0.20641349256038666,localized_low_conf,0.655402227245481,0.0940857082605362,localized_low_conf
fold2:img_2900_pre_part_1:0,img_2900_pre_part_1.jpg,0,2,0,0.7839042952438042,0.22983242571353912,localized_low_conf,0.8306218134580867,0.10624237358570099,localized_low_conf
fold2:img_3207_pre_part_1:0,img_3207_pre_part_1.jpg,0,2,0,0.8896537335576143,0.3334079384803772,success,0.8491859018317602,0.07469669729471207,localized_low_conf
fold2:img_3292_pre_part_1:0,img_3292_pre_part_1.jpg,0,2,0,0.8073040676071416,0.16632123291492462,localized_low_conf,0.598179855049131,0.7380764484405518,success
fold2:img_3441_pre_part_1:0,img_3441_pre_part_1.jpg,0,2,0,0.9367995355956601,0.14586448669433594,localized_low_conf,0.7141610066213369,0.756271243095398,success
fold2:img_3523_pre_part_1:0,img_3523_pre_part_1.jpg,0,2,0,0.6770566744473816,0.7674334645271301,success,0.7034025150602241,0.08346489816904068,localized_low_conf
fold2:img_3539_pre_part_1:0,img_3539_pre_part_1.jpg,0,2,1,0.9030208386147474,0.27656856179237366,success,0.7400993985931567,0.08512952923774719,localized_low_conf
fold2:img_4108_pre_part_1:0,img_4108_pre_part_1.jpg,0,2,0,0.7303799187613862,0.38841572403907776,success,0.6623234754417897,0.090943343937397,localized_low_conf
fold2:img_4321_pre_part_1:0,img_4321_pre_part_1.jpg,0,2,1,0.769103688917056,0.6055635809898376,success,0.8532650068923022,0.1061791405081749,localized_low_conf
fold2:img_4462_pre_part_1:0,img_4462_pre_part_1.jpg,0,2,0,0.7489139246442251,0.7969303131103516,success,0.6099284604346855,0.11161131411790848,localized_low_conf
fold2:img_525_pre_part_1:0,img_525_pre_part_1.jpg,0,2,0,0.550883852007337,0.6738886833190918,success,0.7331992631688247,0.10734232515096664,localized_low_conf
fold2:img_6075_pre_part_1:0,img_6075_pre_part_1.jpg,0,2,0,0.7292683638607251,0.3433823585510254,success,0.7645134977868084,0.750272274017334,success
fold2:img_639_pre_part_1:0,img_639_pre_part_1.jpg,0,2,0,0.5592559946467971,0.22697651386260986,localized_low_conf,0.8081533375342511,0.06615489721298218,localized_low_conf
fold2:img_6576_pre_part_1:0,img_6576_pre_part_1.jpg,0,2,0,0.8294617147543203,0.8319463133811951,success,0.7498743875972909,0.07431691139936447,localized_low_conf
fold2:img_6648_pre_part_1:0,img_6648_pre_part_1.jpg,0,2,0,0.0,,localization_failure,0.9421829275302773,0.008011448197066784,localized_low_conf
fold2:img_6811_pre_part_1:0,img_6811_pre_part_1.jpg,0,2,0,0.6908105746295752,0.7249636650085449,success,0.854698310271039,0.7588859796524048,success
fold2:img_8308_pre_part_1:0,img_8308_pre_part_1.jpg,0,2,0,0.8319423538260617,0.45736533403396606,success,0.902242700135686,0.07788369804620743,localized_low_conf
fold2:img_9389_pre_part_1:0,img_9389_pre_part_1.jpg,0,2,1,0.9036872524445292,0.5578200817108154,success,0.8248260128213571,0.7535955905914307,success
fold2:img_9399_pre_part_1:0,img_9399_pre_part_1.jpg,0,2,1,0.6718709223942143,0.07086849212646484,localized_low_conf,0.5580132599596811,0.05013689398765564,localized_low_conf
