candidate_id,class_id,scale_bin,contrast_bin,morphology_bin,median_confidence,median_iou,std_confidence,std_iou,weakness_score,boundary_score,manifold_score,consensus_score,anchor_score,final_score,manifold_valid,selected,selection_group
dwbg_0_42_20_000010,0,medium,medium,elongated,0.04806777462363243,0.7434049248695374,0.058641333132982254,0.02822708524763584,0.20564516129032256,0.0,0.7890543051710311,0.647690647856085,0.13750984204456881,1.1600124462826022e-13,True,False,
dwbg_0_42_21_000011,0,tiny,high,compact,0.18350830674171448,0.5728152394294739,0.0669235959649086,0.013373997062444687,0.22026209677419356,0.45462197453598024,0.4051558170352545,0.6693233748665279,0.11661808238157562,0.014245133351137324,True,True,hard
dwbg_0_42_23_000012,0,tiny,high,medium,0.0,0.0,0.0010982468957081437,0.0,0.22983870967741937,0.0,0.5668459489781736,0.9945238147905526,0.12604249966758838,9.782015334864422e-14,True,False,
dwbg_0_42_25_000013,0,medium,high,elongated,0.20119130611419678,0.6604922413825989,0.07340419292449951,0.007313960697501898,0.1975806451612903,0.5709201401462305,0.6486951709117781,0.6679173984475728,0.20119275640022985,0.03639400248547844,True,True,hard
dwbg_0_42_26_000014,0,medium,low,medium,0.20431897044181824,0.0,0.02802417241036892,0.0,0.2040070564516129,0.0,0.5695776502758999,0.8692531693280658,0.23152502724007465,8.176129103054445e-14,True,False,
dwbg_0_42_27_000015,0,medium,medium,elongated,0.12677620351314545,0.5433801412582397,0.08640226721763611,0.27825701236724854,0.20564516129032256,0.18969979826334915,0.720584021051004,0.16149252892360624,0.041341486403272155,0.004176591090443422,True,False,
dwbg_0_42_28_000016,0,medium,high,compact,0.02256684936583042,0.3656145930290222,0.08573605120182037,0.24586175382137299,0.19203629032258063,0.0,0.5099313116917127,0.19052172953574273,0.02409359242641217,3.052270966610694e-14,True,False,
dwbg_0_42_29_000017,0,medium,low,compact,0.03201457858085632,0.0,0.044228289276361465,0.34504568576812744,0.1944304435483871,0.0,0.522139044250304,0.14279148278439305,0.01908870082554729,2.7720092391945585e-14,True,False,
dwbg_0_42_3_000018,0,tiny,low,elongated,0.0,0.0,0.0,0.0,0.2282006048387097,0.0,0.5963526813220389,1.0,0.13347542828888373,1.0509245938753067e-13,True,False,
dwbg_0_42_30_000019,0,large,low,elongated,0.21107885241508484,0.5437583923339844,0.20956800878047943,0.26743701100349426,0.1919102822580645,0.644265332074729,0.6181077391333832,0.09208666827436769,0.027466308766200032,0.014634909466389746,True,True,hard
dwbg_0_42_31_000020,0,tiny,high,elongated,0.004876965656876564,0.0,0.03863545134663582,0.0,0.22580645161290325,0.0,0.7443050787531048,0.824335842109633,0.13992783048886193,1.3164819575945005e-13,True,False,
