epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.6075,2.69675,46.2154,0.91061,0.14326,0.53732,0.15377,0.04661,2.7186,28.4772,0.97093,0.000552802,0.000552802,0.000552802
2,57.3281,2.88779,7.9049,1.01093,0.49146,0.56701,0.44016,0.12479,2.80727,2.82202,0.92949,0.00110115,0.00110115,0.00110115
3,81.4396,2.65506,4.21417,0.8667,0.42755,0.54862,0.45867,0.12632,2.91205,2.66948,0.94985,0.00164217,0.00164217,0.00164217
4,106.184,2.84939,3.45702,0.96473,0.26526,0.68636,0.31085,0.08188,3.00482,2.64705,1.0192,0.00163399,0.00163399,0.00163399
5,129.585,2.66114,2.38503,0.92777,0.34919,0.53409,0.34241,0.08923,2.94471,2.09799,0.9657,0.00162299,0.00162299,0.00162299
6,154.111,2.49443,1.83562,0.90816,0.4989,0.62273,0.57047,0.24451,2.45043,1.49248,0.92663,0.00161199,0.00161199,0.00161199
7,177.894,2.57188,1.64029,0.89125,0.63518,0.70909,0.64754,0.20261,2.74564,1.63781,0.94199,0.00160099,0.00160099,0.00160099
8,200.919,2.39142,1.57604,0.83966,0.65442,0.63869,0.64127,0.23882,2.52333,1.53164,0.92497,0.00158998,0.00158998,0.00158998
9,232.375,2.30258,1.41852,0.86831,0.61359,0.71818,0.61772,0.22783,2.54155,1.66714,0.94289,0.00157898,0.00157898,0.00157898
10,255.613,2.25951,1.45509,0.86881,0.56219,0.51079,0.60293,0.19864,2.63914,2.15119,0.91388,0.00156798,0.00156798,0.00156798
11,279.07,2.27368,1.35704,0.84273,0.7499,0.74135,0.78687,0.26231,2.48904,1.56035,0.89725,0.00155698,0.00155698,0.00155698
12,303.291,2.28503,1.31603,0.84472,0.74174,0.76951,0.8282,0.2654,2.57266,1.59666,0.90415,0.00154598,0.00154598,0.00154598
13,334.298,2.42507,1.34898,0.8536,0.61862,0.73324,0.7153,0.28638,2.416,1.41927,0.88609,0.00153497,0.00153497,0.00153497
14,360.418,2.1278,1.30005,0.84485,0.61315,0.82045,0.6813,0.29602,2.40508,1.37766,0.88901,0.00152397,0.00152397,0.00152397
15,385.981,2.05744,1.34501,0.78761,0.74443,0.71591,0.73084,0.3422,2.16185,1.44854,0.87038,0.00151297,0.00151297,0.00151297
16,409.594,2.08768,1.28314,0.86592,0.79438,0.73501,0.79968,0.35817,2.24025,1.3801,0.87344,0.00150197,0.00150197,0.00150197
17,434.671,2.48933,1.31274,0.88143,0.69251,0.77273,0.80265,0.31123,2.30071,1.31969,0.86834,0.00149096,0.00149096,0.00149096
18,465.476,2.27518,1.22032,0.84869,0.70742,0.82955,0.7911,0.29114,2.2883,1.41666,0.87938,0.00147996,0.00147996,0.00147996
19,493.89,2.24269,1.27287,0.85631,0.7144,0.76522,0.76077,0.35873,2.2345,1.23045,0.87699,0.00146896,0.00146896,0.00146896
20,519.251,2.18593,1.22724,0.85493,0.71455,0.69088,0.72876,0.25218,2.55569,1.41809,0.89309,0.00145796,0.00145796,0.00145796
21,543.265,2.25445,1.16034,0.807,0.71726,0.72583,0.73998,0.28324,2.47013,1.43165,0.87834,0.00144696,0.00144696,0.00144696
22,565.73,2.19307,1.15753,0.8215,0.88653,0.61372,0.77157,0.31887,2.34348,1.2603,0.87976,0.00143595,0.00143595,0.00143595
23,589.547,2.08956,1.21304,0.8248,0.77704,0.80745,0.81371,0.35669,2.2395,1.36693,0.87859,0.00142495,0.00142495,0.00142495
24,626.418,2.1767,1.24674,0.84671,0.77072,0.80909,0.81827,0.34473,2.16314,1.20488,0.85924,0.00141395,0.00141395,0.00141395
25,650.23,2.15672,1.12988,0.82028,0.6806,0.77464,0.77496,0.28699,2.60027,1.27913,0.89146,0.00140295,0.00140295,0.00140295
26,674.95,2.03476,1.10327,0.80305,0.75409,0.68409,0.73396,0.29308,2.36598,1.31027,0.87639,0.00139195,0.00139195,0.00139195
27,699.005,2.11506,1.06238,0.80141,0.69007,0.79893,0.76532,0.30112,2.34956,1.37073,0.87465,0.00138094,0.00138094,0.00138094
28,722.828,1.88867,1.00599,0.76731,0.78615,0.7658,0.80063,0.36133,2.24812,1.29319,0.86761,0.00136994,0.00136994,0.00136994
29,745.776,1.96291,1.11414,0.78972,0.726,0.73864,0.7138,0.29767,2.30033,1.30738,0.86722,0.00135894,0.00135894,0.00135894
30,770.361,2.06999,1.11072,0.79935,0.81234,0.85,0.88118,0.36008,2.13412,1.36135,0.85383,0.00134794,0.00134794,0.00134794
31,796.48,2.08009,1.1335,0.80819,0.83323,0.78767,0.81102,0.33169,2.37525,1.17275,0.87218,0.00133693,0.00133693,0.00133693
32,825.573,2.11366,1.11067,0.82459,0.77133,0.78864,0.82428,0.34133,2.19179,1.20333,0.8557,0.00132593,0.00132593,0.00132593
33,850.517,2.06792,1.0121,0.80973,0.78417,0.84478,0.87557,0.39886,2.07816,1.16388,0.85146,0.00131493,0.00131493,0.00131493
34,872.15,2.04856,1.05224,0.78353,0.75724,0.76427,0.80765,0.31617,2.30664,1.23641,0.87286,0.00130393,0.00130393,0.00130393
35,896.356,2.08217,1.01638,0.78686,0.81504,0.79091,0.79824,0.36423,2.1413,1.22901,0.86567,0.00129293,0.00129293,0.00129293
36,918.507,2.00258,1.01741,0.80631,0.75829,0.7674,0.8047,0.35963,2.13807,1.18099,0.85673,0.00128192,0.00128192,0.00128192
37,942.612,2.16207,1.01438,0.80032,0.79487,0.76639,0.83162,0.33017,2.30141,1.35168,0.86871,0.00127092,0.00127092,0.00127092
38,968.142,2.04572,0.95909,0.84323,0.87163,0.80624,0.84482,0.38347,2.15358,1.14566,0.85938,0.00125992,0.00125992,0.00125992
39,989.396,2.11594,0.96958,0.82081,0.84145,0.825,0.8397,0.34045,2.30988,1.21094,0.87204,0.00124892,0.00124892,0.00124892
40,1011.1,1.89695,0.94444,0.80331,0.79488,0.78339,0.82139,0.38679,2.09365,1.20971,0.8541,0.00123791,0.00123791,0.00123791
41,1032.07,1.89607,0.97272,0.78375,0.87192,0.78812,0.85126,0.39947,2.10279,1.14958,0.85163,0.00122691,0.00122691,0.00122691
42,1053.84,1.98629,0.94631,0.77968,0.8944,0.81235,0.86457,0.40241,2.08558,1.19257,0.86579,0.00121591,0.00121591,0.00121591
43,1075.25,2.04229,1.02936,0.8061,0.76538,0.84545,0.82585,0.37977,1.98583,1.22887,0.85681,0.00120491,0.00120491,0.00120491
44,1095.6,1.94263,0.93911,0.7805,0.77136,0.8013,0.8127,0.38542,2.14208,1.17872,0.85625,0.00119391,0.00119391,0.00119391
