arm,seed,best_epoch,stop_epoch,precision,recall,map50,map5095
diversity_quality,42,107,147,0.8720780574691787,0.8863636363636364,0.8642098022161531,0.41501608418721697
diversity_quality,3407,143,150,0.9479393383585477,0.9204545454545454,0.9130081893823616,0.4331056554454942
diversity_quality,2026,26,66,0.7972879897973553,0.8386363636363636,0.8711737180362946,0.4075452306617189
