candidate_id,class_id,manifold_valid,fgau_eligible,fgau_utility,median_iou,median_confidence,source_image,seed
dwbg_1_42_20_000069,1,True,True,0.7241655193514767,0.6255696415901184,0.0024187404196709394,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/20.jpg,42
dwbg_1_42_23_000070,1,True,True,0.6907678928908803,0.5459387302398682,0.5555571913719177,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/23.jpg,42
dwbg_1_42_24_000071,1,True,True,0.7032712094239152,0.43451806902885437,0.006066410802304745,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/24.jpg,42
dwbg_1_42_26_000072,1,True,True,0.5133445059277879,0.29326725006103516,0.021794678643345833,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/26.jpg,42
dwbg_1_42_27_000073,1,True,True,0.5783623547294553,0.4219333231449127,0.5667186379432678,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/27.jpg,42
dwbg_1_42_29_000074,1,True,True,0.7044140839294327,0.6637383699417114,0.0036151697859168053,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/29.jpg,42
dwbg_1_42_3_000075,1,True,True,0.6747247494455848,0.8160115480422974,0.5508360266685486,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/3.jpg,42
dwbg_1_42_30_000076,1,True,True,0.691784123596901,0.38672688603401184,0.5943395495414734,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/30.jpg,42
dwbg_1_42_33_000077,1,True,True,0.7321956591611605,0.16982391476631165,0.09265149384737015,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/33.jpg,42
dwbg_1_42_34_000078,1,True,True,0.6465250215775689,0.5564553737640381,0.6671709418296814,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/34.jpg,42
dwbg_1_42_35_000079,1,True,True,0.7198557086737578,0.7831359505653381,0.4877943992614746,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/35.jpg,42
dwbg_1_42_4_000080,1,True,True,0.7073568425225334,0.6341233849525452,0.7050510048866272,/mnt/sda/cbj/ImageGeneration/Self-main/results/dwbg_pool_seed42/sd2_2000_s42_msdf_v3/Plastic_Bomo/02_Big_black_spots/image/4.jpg,42
